4,1
6,1
7,1
12,1
7,2
8,2
15,2
28,2
4,3
10,3
23,3
28,3
7,5
11,5
27,5
9,6
15,6
23,6
17,8
25,8
7,10
18,10
6,11
15,11
3,12
22,12
28,12
17,13
9,14
10,14
21,14
5,15
19,15
4,16
17,16
28,16
15,17
27,17
8,18
18,18
2,19
5,19
7,19
17,19
16,20
20,20
21,20
13,21
22,21
8,22
11,22
18,22
20,22
26,22
7,23
22,23
12,24
4,26
10,26
21,26
4,27
6,27
8,27
22,27
25,27
4,28
17,28
2,29
18,29
20,29
26,29
21,30
25,30
1,31
18,31
24,31
24,33
14,34
17,34
7,35
12,35
2,36
1,38
12,38
21,38
3,39
8,39
17,39
18,39
26,39
4,40
14,40
28,40
6,41
28,41
8,42
12,42
6,43
24,43
26,43
7,44
11,44
20,44
5,45
19,45
20,45
10,46
12,46
15,46
23,46
1,47
2,47
26,47
1,48
5,48
26,48
4,49
6,49
13,49
14,49
15,49
25,49
27,49
9,50
19,50
24,50
7,51
12,51
16,51
23,51
19,52
21,52
2,53
7,53
18,53
27,53
3,54
10,54
12,54
14,54
5,55
19,55
25,55
3,56
14,56
18,56
7,58
1,59
11,59
3,60
14,60
20,61
23,62
13,63
22,63
4,64
25,64
5,65
15,65
22,66
14,67
20,67
10,68
12,68
23,68
8,69
10,69
23,69
24,69
28,69
1,70
7,70
8,71
11,71
1,72
7,72
15,72
21,72
2,73
6,73
15,73
22,73
27,73
13,74
19,74
27,74
28,74
1,75
4,75
5,75
3,76
4,76
15,76
19,76
23,76
15,77
17,77
27,77
17,78
18,78
20,78
21,79
27,79
6,80
16,80
25,80
27,80
28,80
13,81
20,81
25,81
5,82
14,83
16,83
18,83
28,84
2,85
9,85
28,85
6,86
16,86
20,86
22,86
1,87
4,87
8,87
10,87
19,87
21,87
21,88
28,88
2,89
14,89
24,90
26,90
2,91
3,91
13,91
8,92
6,93
14,93
27,93
5,94
6,94
20,94
4,95
14,96
26,96
27,96
9,97
13,97
23,97
26,97
5,98
6,98
10,98
18,98
22,98
1,99
12,99
18,99
23,99
1,100
3,100
18,100
21,100
22,100
8,101
24,101
26,101
3,102
26,102
11,103
3,104
25,104
1,105
6,105
12,105
15,105
20,105
25,105
6,106
13,106
14,106
2,107
5,107
9,107
15,107
18,107
23,107
26,107
10,108
13,108
15,108
21,108
12,109
19,109
26,109
5,110
10,110
17,110
22,110
23,111
7,112
17,112
15,113
12,114
24,114
25,114
28,114
5,115
6,115
28,115
1,117
18,117
23,117
25,117
10,118
12,118
20,118
8,119
13,119
19,119
14,120
26,120
10,121
24,121
15,122
5,123
7,123
15,123
25,123
2,124
10,124
19,124
22,124
2,125
4,125
16,125
25,125
1,126
8,126
11,126
22,126
1,127
23,127
13,128
23,128
25,128
28,128
4,129
8,129
13,129
19,129
2,130
6,130
27,131
13,132
18,132
4,133
6,133
21,133
24,133
10,134
4,135
9,135
3,136
12,136
18,136
20,136
23,136
28,136
6,137
8,137
14,137
15,137
5,138
16,138
25,138
26,138
6,139
26,139
10,140
24,140
9,141
21,141
23,141
25,141
12,142
14,142
2,143
16,143
23,143
8,144
11,144
21,144
23,144
26,144
1,145
14,145
16,145
1,146
4,146
5,146
6,146
16,146
18,146
19,146
24,146
28,146
1,147
2,147
10,147
16,147
22,147
23,147
26,147
28,147
15,148
16,148
19,148
26,148
2,149
3,149
10,149
21,149
1,150
21,150
25,150
9,151
14,151
19,151
21,151
28,151
7,152
17,152
3,153
9,153
27,153
8,154
27,154
1,155
9,155
10,155
11,155
21,155
22,155
28,155
1,156
12,156
23,156
8,157
16,157
26,157
27,157
3,159
16,159
21,159
22,159
20,160
24,160
2,161
3,161
10,161
17,161
11,162
19,162
20,162
23,162
25,162
26,162
1,163
3,163
13,163
1,164
6,164
18,164
5,165
8,165
15,165
18,165
2,166
22,166
3,167
4,167
23,167
18,168
26,168
6,169
7,169
19,169
23,169
17,170
7,171
14,171
24,171
21,172
28,172
3,173
4,173
6,173
8,173
23,173
11,174
4,175
5,175
14,175
16,175
7,176
15,176
6,177
18,177
21,177
1,178
8,178
21,178
6,179
20,179
27,179
22,180
13,181
21,181
2,182
20,182
9,183
14,183
18,183
26,183
2,184
19,184
17,185
23,185
26,185
8,186
9,186
17,186
14,187
28,187
3,188
19,188
1,189
27,189
7,190
13,190
16,190
17,190
5,191
18,192
20,192
26,192
3,193
5,193
12,193
16,193
27,193
28,193
13,194
14,194
25,194
28,194
22,195
11,196
17,196
25,196
9,197
16,197
21,197
4,198
7,198
24,198
25,198
3,199
22,199
4,200
23,200
24,200
4,201
7,201
18,202
10,203
12,203
18,203
5,204
20,204
26,204
28,204
24,205
27,205
17,206
19,206
28,206
7,207
12,207
17,207
2,208
11,208
15,208
19,208
25,208
2,209
10,209
15,209
16,209
25,209
27,209
2,210
6,210
15,210
6,211
21,211
24,211
21,212
5,213
12,213
14,213
28,213
14,214
15,215
16,215
17,215
7,216
13,216
16,216
23,216
12,217
2,218
3,218
9,218
17,218
9,219
23,219
26,219
6,220
20,220
27,220
1,221
12,221
16,221
22,221
7,222
19,222
28,222
1,223
23,223
27,223
2,224
7,224
10,225
14,225
5,226
5,227
16,227
3,228
8,228
16,228
22,228
2,229
10,229
14,229
18,229
22,229
24,229
11,230
16,230
2,231
11,231
23,231
27,231
28,231
13,232
19,232
10,233
17,233
8,234
12,234
23,234
1,235
24,235
20,236
27,236
6,237
8,237
16,237
22,237
1,238
6,238
16,238
18,238
23,238
12,239
14,239
17,239
24,239
27,240
9,241
13,241
14,241
21,241
27,241
1,242
4,242
5,242
7,243
9,243
12,243
19,243
1,244
12,244
16,244
1,245
2,245
9,245
21,245
25,245
2,246
13,246
15,246
18,246
23,246
27,246
1,247
10,247
26,247
7,248
12,248
26,248
7,249
8,249
21,249
13,250
12,252
15,252
20,252
3,253
4,253
8,253
19,253
24,253
6,254
13,254
14,254
15,254
4,255
7,255
10,255
24,255
3,256
8,256
9,256
1,258
6,258
7,258
9,258
17,258
23,258
8,259
25,259
26,259
20,260
21,260
23,260
13,261
17,261
8,262
18,262
13,263
17,263
19,263
14,264
15,264
16,264
22,264
17,265
21,265
26,265
6,266
15,266
16,266
25,266
4,267
6,267
7,267
24,267
11,268
16,268
18,268
20,268
22,268
24,268
12,269
16,269
23,269
28,271
18,272
4,273
4,274
20,275
17,276
24,276
26,276
7,277
13,277
14,277
10,278
12,278
19,278
26,278
27,278
15,279
24,279
23,280
3,281
10,281
22,281
7,282
8,282
15,282
19,282
27,282
3,283
12,283
24,283
1,284
8,284
14,284
22,284
28,284
10,285
27,285
1,286
6,286
9,286
28,286
3,287
10,287
20,287
22,287
26,287
2,288
13,288
14,289
16,289
20,289
25,289
5,290
7,291
19,291
26,291
4,292
7,292
8,292
11,292
7,293
21,293
23,293
13,294
16,294
21,294
22,294
10,295
26,295
9,296
16,296
19,297
24,297
4,298
9,298
11,298
16,298
20,298
1,299
9,299
10,299
2,300
19,300
10,301
16,301
10,302
24,302
1,303
21,303
6,304
13,304
26,304
13,305
16,305
19,305
3,306
13,306
14,306
17,306
8,307
18,307
4,309
20,309
22,309
9,310
11,310
28,310
19,311
22,313
1,314
15,315
11,316
13,316
15,316
28,316
6,317
13,317
16,317
25,317
1,318
3,318
7,318
8,318
23,318
2,319
15,319
19,319
24,319
12,320
15,320
23,320
24,320
18,321
17,322
20,322
2,323
12,323
22,323
4,324
7,324
9,324
13,324
16,324
19,324
2,326
8,326
14,326
16,326
22,327
26,327
27,327
7,328
9,328
11,328
14,328
23,328
26,328
28,328
13,329
17,329
10,330
28,330
4,331
10,331
15,331
16,331
24,331
7,332
10,332
26,332
7,333
8,333
3,334
13,334
17,334
21,334
3,335
18,335
23,335
24,335
27,335
1,336
9,336
11,336
23,336
28,336
9,337
4,338
7,338
19,339
22,339
5,340
11,340
19,340
4,341
10,341
11,341
15,341
27,341
1,342
16,342
18,342
22,342
5,343
3,344
13,344
21,344
28,344
3,345
12,345
7,346
17,346
23,346
25,347
26,347
1,348
2,348
8,348
9,348
10,348
16,348
4,349
25,349
26,349
19,350
24,350
2,351
22,351
24,351
1,352
4,352
16,352
17,352
28,352
14,353
1,354
10,354
19,354
2,355
8,355
15,355
22,355
8,356
19,356
25,356
28,356
9,357
1,358
4,358
7,358
9,358
12,358
21,358
22,358
28,358
6,359
13,359
1,360
2,360
10,360
15,360
19,360
14,361
16,361
21,361
25,361
24,362
1,363
10,363
11,363
13,363
8,364
11,364
14,364
